Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number
14848,8/05/2016,R7,St Kilda,11,9,75,North Melbourne,11,16,82,Docklands,-7,2016,Regular,7
14849,8/05/2016,R7,Port Adelaide,21,10,136,Brisbane Lions,7,17,59,Adelaide Oval,77,2016,Regular,7
14850,13/05/2016,R8,Adelaide,11,6,72,Geelong,13,20,98,Adelaide Oval,-26,2016,Regular,8
14851,14/05/2016,R8,Essendon,8,12,60,North Melbourne,10,14,74,Docklands,-14,2016,Regular,8
14852,14/05/2016,R8,Hawthorn,17,14,116,Fremantle,11,9,75,York Park,41,2016,Regular,8
14853,14/05/2016,R8,GWS,22,17,149,Gold Coast,9,4,58,Sydney Showground,91,2016,Regular,8
14854,14/05/2016,R8,Brisbane Lions,10,5,65,Collingwood,20,23,143,Gabba,-78,2016,Regular,8
14855,14/05/2016,R8,Richmond,14,17,101,Sydney,15,10,100,M.C.G.,1,2016,Regular,8
14856,15/05/2016,R8,Carlton,14,9,93,Port Adelaide,13,13,91,Docklands,2,2016,Regular,8
14857,15/05/2016,R8,Melbourne,12,10,82,Footscray,17,12,114,M.C.G.,-32,2016,Regular,8
14858,15/05/2016,R8,West Coast,20,12,132,St Kilda,3,11,29,Subiaco,103,2016,Regular,8
14859,20/05/2016,R9,Hawthorn,7,13,55,Sydney,10,9,69,M.C.G.,-14,2016,Regular,9
14860,21/05/2016,R9,Collingwood,16,8,104,Geelong,11,14,80,M.C.G.,24,2016,Regular,9
14861,21/05/2016,R9,Gold Coast,11,8,74,Adelaide,22,17,149,Carrara,-75,2016,Regular,9
14862,21/05/2016,R9,Port Adelaide,13,8,86,West Coast,14,10,94,Adelaide Oval,-8,2016,Regular,9
14863,21/05/2016,R9,North Melbourne,17,11,113,Carlton,6,10,46,Docklands,67,2016,Regular,9
14864,21/05/2016,R9,Fremantle,6,9,45,Richmond,11,17,83,Subiaco,-38,2016,Regular,9
14865,22/05/2016,R9,Melbourne,19,17,131,Brisbane Lions,9,14,68,M.C.G.,63,2016,Regular,9
14866,22/05/2016,R9,GWS,15,8,98,Footscray,10,13,73,Sydney Showground,25,2016,Regular,9
14867,22/05/2016,R9,St Kilda,16,13,109,Essendon,9,9,63,Docklands,46,2016,Regular,9
14868,27/05/2016,R10,Sydney,14,7,91,North Melbourne,9,11,65,S.C.G.,26,2016,Regular,10
14869,28/05/2016,R10,Brisbane Lions,13,9,87,Hawthorn,21,9,135,Gabba,-48,2016,Regular,10
14870,28/05/2016,R10,Melbourne,10,16,76,Port Adelaide,18,13,121,Traeger Park,-45,2016,Regular,10
14871,28/05/2016,R10,St Kilda,15,11,101,Fremantle,10,7,67,Docklands,34,2016,Regular,10
14872,28/05/2016,R10,Essendon,10,7,67,Richmond,16,9,105,M.C.G.,-38,2016,Regular,10
14873,28/05/2016,R10,Adelaide,15,17,107,GWS,13,7,85,Adelaide Oval,22,2016,Regular,10
14874,29/05/2016,R10,Carlton,16,8,104,Geelong,12,13,85,Docklands,19,2016,Regular,10
14875,29/05/2016,R10,Collingwood,7,11,53,Footscray,11,8,74,M.C.G.,-21,2016,Regular,10
14876,29/05/2016,R10,West Coast,20,12,132,Gold Coast,7,13,55,Subiaco,77,2016,Regular,10
14877,3/06/2016,R11,North Melbourne,18,16,124,Richmond,7,12,54,Bellerive Oval,70,2016,Regular,11
14878,4/06/2016,R11,Hawthorn,11,16,82,Melbourne,10,4,64,M.C.G.,18,2016,Regular,11
14879,4/06/2016,R11,Carlton,16,6,102,Brisbane Lions,9,10,64,Docklands,38,2016,Regular,11
14880,4/06/2016,R11,Geelong,14,14,98,GWS,14,4,88,Kardinia Park,10,2016,Regular,11
14881,4/06/2016,R11,Gold Coast,6,5,41,Sydney,11,13,79,Carrara,-38,2016,Regular,11
14882,4/06/2016,R11,Fremantle,20,6,126,Essendon,6,11,47,Subiaco,79,2016,Regular,11
14883,5/06/2016,R11,Collingwood,7,16,58,Port Adelaide,19,11,125,M.C.G.,-67,2016,Regular,11
14884,5/06/2016,R11,Footscray,12,11,83,West Coast,11,9,75,Docklands,8,2016,Regular,11
14885,5/06/2016,R11,Adelaide,19,19,133,St Kilda,6,9,45,Adelaide Oval,88,2016,Regular,11
14886,10/06/2016,R12,Essendon,6,7,43,Hawthorn,23,13,151,Docklands,-108,2016,Regular,12
14887,11/06/2016,R12,Port Adelaide,14,13,97,Footscray,15,10,100,Adelaide Oval,-3,2016,Regular,12
14888,11/06/2016,R12,Brisbane Lions,9,10,64,Fremantle,23,9,147,Gabba,-83,2016,Regular,12
14889,11/06/2016,R12,Geelong,15,15,105,North Melbourne,12,2,74,Docklands,31,2016,Regular,12
14890,11/06/2016,R12,West Coast,11,10,76,Adelaide,15,15,105,Subiaco,-29,2016,Regular,12
14891,12/06/2016,R12,St Kilda,17,8,110,Carlton,12,6,78,Docklands,32,2016,Regular,12
14892,12/06/2016,R12,Richmond,17,12,114,Gold Coast,15,7,97,M.C.G.,17,2016,Regular,12
14893,12/06/2016,R12,GWS,15,15,105,Sydney,9,9,63,Sydney Showground,42,2016,Regular,12
14894,13/06/2016,R12,Melbourne,16,8,104,Collingwood,8,10,58,M.C.G.,46,2016,Regular,12
14895,17/06/2016,R13,North Melbourne,11,18,84,Hawthorn,14,9,93,Docklands,-9,2016,Regular,13
14896,18/06/2016,R13,Brisbane Lions,12,10,82,West Coast,20,11,131,Gabba,-49,2016,Regular,13
14897,18/06/2016,R13,Fremantle,12,14,86,Port Adelaide,9,15,69,Subiaco,17,2016,Regular,13
14898,18/06/2016,R13,Footscray,5,13,43,Geelong,16,4,100,Docklands,-57,2016,Regular,13
14899,19/06/2016,R13,Sydney,12,14,86,Melbourne,4,7,31,S.C.G.,55,2016,Regular,13
14900,19/06/2016,R13,Essendon,12,18,90,GWS,17,15,117,Docklands,-27,2016,Regular,13
14901,23/06/2016,R14,Adelaide,12,28,100,North Melbourne,10,7,67,Adelaide Oval,33,2016,Regular,14
14902,24/06/2016,R14,Collingwood,12,13,85,Fremantle,5,7,37,M.C.G.,48,2016,Regular,14
14903,25/06/2016,R14,Richmond,17,15,117,Brisbane Lions,11,9,75,M.C.G.,42,2016,Regular,14
14904,25/06/2016,R14,GWS,18,19,127,Carlton,9,11,65,Sydney Showground,62,2016,Regular,14
14905,25/06/2016,R14,St Kilda,14,9,93,Geelong,13,12,90,Docklands,3,2016,Regular,14
14906,26/06/2016,R14,Hawthorn,12,14,86,Gold Coast,8,12,60,York Park,26,2016,Regular,14
14907,30/06/2016,R15,West Coast,20,10,130,Essendon,7,10,52,Subiaco,78,2016,Regular,15
14908,1/07/2016,R15,Port Adelaide,14,10,94,Richmond,8,8,56,Adelaide Oval,38,2016,Regular,15
14909,2/07/2016,R15,Gold Coast,15,18,108,St Kilda,8,20,68,Carrara,40,2016,Regular,15
14910,2/07/2016,R15,Sydney,11,13,79,Footscray,13,5,83,S.C.G.,-4,2016,Regular,15
14911,2/07/2016,R15,Carlton,6,9,45,Collingwood,8,9,57,M.C.G.,-12,2016,Regular,15
14912,3/07/2016,R15,Melbourne,15,8,98,Adelaide,18,12,120,M.C.G.,-22,2016,Regular,15
14913,7/07/2016,R16,Port Adelaide,12,7,79,Hawthorn,15,11,101,Adelaide Oval,-22,2016,Regular,16
14914,8/07/2016,R16,Geelong,9,6,60,Sydney,15,8,98,Kardinia Park,-38,2016,Regular,16
14915,9/07/2016,R16,GWS,14,9,93,Collingwood,19,11,125,Sydney Showground,-32,2016,Regular,16
14916,9/07/2016,R16,Gold Coast,22,7,139,Brisbane Lions,17,11,113,Carrara,26,2016,Regular,16
14917,9/07/2016,R16,Footscray,12,13,85,Richmond,11,9,75,Docklands,10,2016,Regular,16
14918,9/07/2016,R16,Melbourne,12,15,87,Fremantle,8,7,55,Marrara Oval,32,2016,Regular,16
14919,10/07/2016,R16,Carlton,7,5,47,Adelaide,16,11,107,M.C.G.,-60,2016,Regular,16
14920,10/07/2016,R16,West Coast,16,8,104,North Melbourne,11,6,72,Subiaco,32,2016,Regular,16
14921,10/07/2016,R16,Essendon,14,14,98,St Kilda,17,7,109,Docklands,-11,2016,Regular,16
14922,14/07/2016,R17,Sydney,10,10,70,Hawthorn,11,9,75,S.C.G.,-5,2016,Regular,17
14923,15/07/2016,R17,Fremantle,9,7,61,Geelong,11,12,78,Subiaco,-17,2016,Regular,17
14924,16/07/2016,R17,Richmond,16,6,102,Essendon,11,17,83,M.C.G.,19,2016,Regular,17
14925,16/07/2016,R17,North Melbourne,10,17,77,Port Adelaide,16,9,105,Docklands,-28,2016,Regular,17
14926,16/07/2016,R17,Footscray,15,17,107,Gold Coast,8,11,59,Cazaly's Stadium,48,2016,Regular,17
14927,16/07/2016,R17,Adelaide,14,13,97,Collingwood,10,9,69,Adelaide Oval,28,2016,Regular,17
14928,17/07/2016,R17,Carlton,11,9,75,West Coast,12,10,82,M.C.G.,-7,2016,Regular,17
14929,17/07/2016,R17,St Kilda,15,20,110,Melbourne,11,8,74,Docklands,36,2016,Regular,17
14930,17/07/2016,R17,Brisbane Lions,9,13,67,GWS,22,14,146,Gabba,-79,2016,Regular,17
14931,22/07/2016,R18,Collingwood,12,12,84,North Melbourne,18,16,124,Docklands,-40,2016,Regular,18
14932,23/07/2016,R18,Sydney,10,14,74,Carlton,10,8,68,S.C.G.,6,2016,Regular,18
14933,23/07/2016,R18,Gold Coast,16,9,105,Fremantle,12,9,81,Carrara,24,2016,Regular,18
14934,23/07/2016,R18,West Coast,10,6,66,Melbourne,8,12,60,Subiaco,6,2016,Regular,18
14935,23/07/2016,R18,Geelong,12,13,85,Adelaide,7,13,55,Kardinia Park,30,2016,Regular,18
14936,23/07/2016,R18,Footscray,9,6,60,St Kilda,11,9,75,Docklands,-15,2016,Regular,18
14937,24/07/2016,R18,Essendon,12,19,91,Brisbane Lions,20,8,128,Docklands,-37,2016,Regular,18
14938,24/07/2016,R18,Hawthorn,16,18,114,Richmond,5,14,44,M.C.G.,70,2016,Regular,18
14939,24/07/2016,R18,Port Adelaide,9,6,60,GWS,11,13,79,Adelaide Oval,-19,2016,Regular,18
14940,29/07/2016,R19,Geelong,16,7,103,Footscray,11,12,78,Kardinia Park,25,2016,Regular,19
14941,30/07/2016,R19,GWS,17,9,111,Richmond,3,5,23,Manuka Oval,88,2016,Regular,19
14942,30/07/2016,R19,Hawthorn,10,14,74,Carlton,7,13,55,York Park,19,2016,Regular,19
14943,30/07/2016,R19,Collingwood,13,13,91,West Coast,11,6,72,M.C.G.,19,2016,Regular,19
14944,30/07/2016,R19,North Melbourne,12,13,85,St Kilda,8,14,62,Docklands,23,2016,Regular,19
14945,30/07/2016,R19,Brisbane Lions,11,13,79,Port Adelaide,25,23,173,Gabba,-94,2016,Regular,19
14946,31/07/2016,R19,Melbourne,9,12,66,Gold Coast,9,10,64,M.C.G.,2,2016,Regular,19
14947,31/07/2016,R19,Fremantle,7,5,47,Sydney,21,11,137,Subiaco,-90,2016,Regular,19
14948,31/07/2016,R19,Adelaide,22,11,143,Essendon,9,7,61,Adelaide Oval,82,2016,Regular,19
14949,5/08/2016,R20,Richmond,14,8,92,Collingwood,11,11,77,M.C.G.,15,2016,Regular,20
14950,6/08/2016,R20,Sydney,14,16,100,Port Adelaide,4,9,33,S.C.G.,67,2016,Regular,20
14951,6/08/2016,R20,Melbourne,17,8,110,Hawthorn,11,15,81,M.C.G.,29,2016,Regular,20
14952,6/08/2016,R20,Gold Coast,13,6,84,GWS,14,8,92,Carrara,-8,2016,Regular,20
14953,6/08/2016,R20,Footscray,9,7,61,North Melbourne,7,5,47,Docklands,14,2016,Regular,20
14954,6/08/2016,R20,Adelaide,27,15,177,Brisbane Lions,6,3,39,Adelaide Oval,138,2016,Regular,20
14955,7/08/2016,R20,Carlton,7,9,51,St Kilda,19,8,122,M.C.G.,-71,2016,Regular,20
14956,7/08/2016,R20,Geelong,15,10,100,Essendon,4,10,34,Docklands,66,2016,Regular,20
14957,7/08/2016,R20,Fremantle,9,10,64,West Coast,17,8,110,Subiaco,-46,2016,Regular,20
14958,12/08/2016,R21,Footscray,14,11,95,Collingwood,14,8,92,Docklands,3,2016,Regular,21
14959,13/08/2016,R21,Brisbane Lions,15,9,99,Carlton,13,17,95,Gabba,4,2016,Regular,21
14960,13/08/2016,R21,Hawthorn,14,12,96,North Melbourne,8,9,57,M.C.G.,39,2016,Regular,21
14961,13/08/2016,R21,GWS,14,12,96,West Coast,14,13,97,Sydney Showground,-1,2016,Regular,21
14962,13/08/2016,R21,St Kilda,11,10,76,Sydney,23,8,146,Docklands,-70,2016,Regular,21
14963,13/08/2016,R21,Port Adelaide,8,6,54,Melbourne,13,16,94,Adelaide Oval,-40,2016,Regular,21
14964,14/08/2016,R21,Essendon,11,9,75,Gold Coast,9,15,69,Docklands,6,2016,Regular,21
14965,14/08/2016,R21,Richmond,12,6,78,Geelong,10,22,82,M.C.G.,-4,2016,Regular,21
14966,14/08/2016,R21,Fremantle,11,4,70,Adelaide,21,16,142,Subiaco,-72,2016,Regular,21
14967,19/08/2016,R22,West Coast,13,14,92,Hawthorn,10,7,67,Subiaco,25,2016,Regular,22
14968,20/08/2016,R22,North Melbourne,10,16,76,Sydney,12,13,85,Bellerive Oval,-9,2016,Regular,22
14969,20/08/2016,R22,Richmond,6,10,46,St Kilda,7,13,55,M.C.G.,-9,2016,Regular,22
14970,20/08/2016,R22,GWS,19,15,129,Fremantle,5,7,37,Sydney Showground,92,2016,Regular,22
14971,20/08/2016,R22,Collingwood,16,22,118,Gold Coast,6,11,47,Docklands,71,2016,Regular,22
14972,20/08/2016,R22,Port Adelaide,14,10,94,Adelaide,15,19,109,Adelaide Oval,-15,2016,Regular,22
14973,21/08/2016,R22,Carlton,11,12,78,Melbourne,7,16,58,M.C.G.,20,2016,Regular,22
14974,21/08/2016,R22,Brisbane Lions,10,9,69,Geelong,19,15,129,Gabba,-60,2016,Regular,22
14975,21/08/2016,R22,Essendon,7,11,53,Footscray,14,9,93,Docklands,-40,2016,Regular,22
14976,26/08/2016,R23,Adelaide,10,11,71,West Coast,14,16,100,Adelaide Oval,-29,2016,Regular,23
14977,27/08/2016,R23,Geelong,24,11,155,Melbourne,6,8,44,Kardinia Park,111,2016,Regular,23
14978,27/08/2016,R23,Essendon,15,13,103,Carlton,10,19,79,M.C.G.,24,2016,Regular,23
14979,27/08/2016,R23,Sydney,25,14,164,Richmond,7,9,51,S.C.G.,113,2016,Regular,23
14980,27/08/2016,R23,North Melbourne,9,9,63,GWS,14,16,100,Docklands,-37,2016,Regular,23
14981,27/08/2016,R23,Gold Coast,9,12,66,Port Adelaide,13,11,89,Carrara,-23,2016,Regular,23
14982,28/08/2016,R23,St Kilda,25,11,161,Brisbane Lions,15,13,103,Docklands,58,2016,Regular,23
14983,28/08/2016,R23,Hawthorn,17,10,112,Collingwood,17,9,111,M.C.G.,1,2016,Regular,23
14984,28/08/2016,R23,Fremantle,10,9,69,Footscray,6,13,49,Subiaco,20,2016,Regular,23
14985,8/09/2016,EF,Footscray,14,15,99,West Coast,7,10,52,Subiaco,47,2016,Finals,24
14986,9/09/2016,QF,Geelong,12,13,85,Hawthorn,12,11,83,M.C.G.,2,2016,Finals,24
14987,10/09/2016,QF,GWS,12,19,91,Sydney,7,13,55,Stadium Australia,36,2016,Finals,24
14988,10/09/2016,EF,Adelaide,21,15,141,North Melbourne,12,7,79,Adelaide Oval,62,2016,Finals,24
14989,16/09/2016,SF,Footscray,16,11,107,Hawthorn,12,12,84,M.C.G.,23,2016,Finals,25
14990,17/09/2016,SF,Sydney,18,10,118,Adelaide,12,10,82,S.C.G.,36,2016,Finals,25
14991,23/09/2016,PF,Sydney,15,7,97,Geelong,8,12,60,M.C.G.,37,2016,Finals,26
14992,24/09/2016,PF,Footscray,13,11,89,GWS,12,11,83,Sydney Showground,6,2016,Finals,26
14993,1/10/2016,GF,Footscray,13,11,89,Sydney,10,7,67,M.C.G.,22,2016,Finals,27
14994,23/03/2017,R1,Carlton,14,5,89,Richmond,20,12,132,M.C.G.,-43,2017,Regular,1
14995,24/03/2017,R1,Collingwood,12,14,86,Footscray,15,10,100,M.C.G.,-14,2017,Regular,1
14996,25/03/2017,R1,St Kilda,13,12,90,Melbourne,18,12,120,Docklands,-30,2017,Regular,1
14997,25/03/2017,R1,Sydney,12,10,82,Port Adelaide,17,8,110,S.C.G.,-28,2017,Regular,1
14998,25/03/2017,R1,Essendon,17,14,116,Hawthorn,12,19,91,M.C.G.,25,2017,Regular,1
14999,25/03/2017,R1,Gold Coast,14,12,96,Brisbane Lions,15,8,98,Carrara,-2,2017,Regular,1
15000,26/03/2017,R1,North Melbourne,13,15,93,West Coast,21,10,136,Docklands,-43,2017,Regular,1
15001,26/03/2017,R1,Adelaide,22,15,147,GWS,14,7,91,Adelaide Oval,56,2017,Regular,1
15002,26/03/2017,R1,Fremantle,10,13,73,Geelong,18,7,115,Subiaco,-42,2017,Regular,1
15003,30/03/2017,R2,Richmond,14,15,99,Collingwood,11,14,80,M.C.G.,19,2017,Regular,2
15004,31/03/2017,R2,Footscray,16,14,110,Sydney,13,9,87,Docklands,23,2017,Regular,2
15005,1/04/2017,R2,Hawthorn,13,11,89,Adelaide,16,17,113,M.C.G.,-24,2017,Regular,2
15006,1/04/2017,R2,GWS,24,16,160,Gold Coast,8,10,58,Sydney Showground,102,2017,Regular,2
15007,1/04/2017,R2,Brisbane Lions,12,12,84,Essendon,17,9,111,Gabba,-27,2017,Regular,2
15008,1/04/2017,R2,West Coast,18,8,116,St Kilda,13,19,97,Subiaco,19,2017,Regular,2
15009,2/04/2017,R2,Geelong,17,10,112,North Melbourne,17,9,111,Docklands,1,2017,Regular,2
15010,2/04/2017,R2,Melbourne,13,8,86,Carlton,9,10,64,M.C.G.,22,2017,Regular,2
15011,2/04/2017,R2,Port Adelaide,22,13,145,Fremantle,8,8,56,Adelaide Oval,89,2017,Regular,2
15012,7/04/2017,R3,Sydney,11,13,79,Collingwood,11,14,80,S.C.G.,-1,2017,Regular,3
15013,8/04/2017,R3,North Melbourne,10,7,67,GWS,15,19,109,Bellerive Oval,-42,2017,Regular,3
15014,8/04/2017,R3,Richmond,11,10,76,West Coast,8,17,65,M.C.G.,11,2017,Regular,3
15015,8/04/2017,R3,Geelong,20,6,126,Melbourne,13,19,97,Docklands,29,2017,Regular,3
15016,8/04/2017,R3,Port Adelaide,12,11,83,Adelaide,15,10,100,Adelaide Oval,-17,2017,Regular,3
15017,8/04/2017,R3,Fremantle,13,11,89,Footscray,10,13,73,Subiaco,16,2017,Regular,3
15018,9/04/2017,R3,St Kilda,14,23,107,Brisbane Lions,11,10,76,Docklands,31,2017,Regular,3
15019,9/04/2017,R3,Carlton,7,15,57,Essendon,6,6,42,M.C.G.,15,2017,Regular,3
15020,9/04/2017,R3,Gold Coast,21,13,139,Hawthorn,7,11,53,Carrara,86,2017,Regular,3
15021,13/04/2017,R4,West Coast,13,13,91,Sydney,10,5,65,Subiaco,26,2017,Regular,4
15022,14/04/2017,R4,North Melbourne,12,14,86,Footscray,12,17,89,Docklands,-3,2017,Regular,4
15023,15/04/2017,R4,Melbourne,15,14,104,Fremantle,16,10,106,M.C.G.,-2,2017,Regular,4
15024,15/04/2017,R4,GWS,16,16,112,Port Adelaide,11,15,81,Manuka Oval,31,2017,Regular,4
15025,15/04/2017,R4,Carlton,12,10,82,Gold Coast,17,6,108,Docklands,-26,2017,Regular,4
15026,15/04/2017,R4,Adelaide,24,9,153,Essendon,13,10,88,Adelaide Oval,65,2017,Regular,4
15027,16/04/2017,R4,Collingwood,7,13,55,St Kilda,9,15,69,Docklands,-14,2017,Regular,4
15028,16/04/2017,R4,Brisbane Lions,10,7,67,Richmond,17,17,119,Gabba,-52,2017,Regular,4
15029,17/04/2017,R4,Hawthorn,6,12,48,Geelong,20,14,134,M.C.G.,-86,2017,Regular,4
15030,21/04/2017,R5,Port Adelaide,20,17,137,Carlton,6,11,47,Adelaide Oval,90,2017,Regular,5
15031,22/04/2017,R5,Footscray,17,20,122,Brisbane Lions,14,6,90,Docklands,32,2017,Regular,5
15032,22/04/2017,R5,Gold Coast,13,8,86,Adelaide,23,15,153,Carrara,-67,2017,Regular,5
15033,22/04/2017,R5,Sydney,9,9,63,GWS,15,15,105,S.C.G.,-42,2017,Regular,5
15034,22/04/2017,R5,Fremantle,9,13,67,North Melbourne,9,8,62,Subiaco,5,2017,Regular,5
15035,23/04/2017,R5,St Kilda,13,10,88,Geelong,19,12,126,Docklands,-38,2017,Regular,5
15036,23/04/2017,R5,Hawthorn,19,11,125,West Coast,11,9,75,M.C.G.,50,2017,Regular,5
15037,24/04/2017,R5,Richmond,12,16,88,Melbourne,11,9,75,M.C.G.,13,2017,Regular,5
15038,25/04/2017,R5,Essendon,15,10,100,Collingwood,11,16,82,M.C.G.,18,2017,Regular,5
15039,28/04/2017,R6,GWS,11,9,75,Footscray,9,19,73,Manuka Oval,2,2017,Regular,6
15040,29/04/2017,R6,Hawthorn,8,7,55,St Kilda,19,16,130,York Park,-75,2017,Regular,6
15041,29/04/2017,R6,Carlton,15,7,97,Sydney,11,12,78,M.C.G.,19,2017,Regular,6
15042,29/04/2017,R6,Brisbane Lions,10,7,67,Port Adelaide,22,18,150,Gabba,-83,2017,Regular,6
15043,29/04/2017,R6,North Melbourne,16,11,107,Gold Coast,14,10,94,Docklands,13,2017,Regular,6
15044,29/04/2017,R6,West Coast,16,7,103,Fremantle,9,8,62,Subiaco,41,2017,Regular,6
15045,30/04/2017,R6,Essendon,10,14,74,Melbourne,17,10,112,Docklands,-38,2017,Regular,6
15046,30/04/2017,R6,Geelong,11,12,78,Collingwood,15,17,107,M.C.G.,-29,2017,Regular,6
15047,30/04/2017,R6,Adelaide,21,14,140,Richmond,10,4,64,Adelaide Oval,76,2017,Regular,6
15048,5/05/2017,R7,St Kilda,16,12,108,GWS,12,13,85,Docklands,23,2017,Regular,7
15049,6/05/2017,R7,North Melbourne,22,13,145,Adelaide,13,8,86,Bellerive Oval,59,2017,Regular,7
15050,6/05/2017,R7,Collingwood,8,8,56,Carlton,12,7,79,M.C.G.,-23,2017,Regular,7
15051,6/05/2017,R7,Port Adelaide,12,15,87,West Coast,15,7,97,Adelaide Oval,-10,2017,Regular,7
15052,6/05/2017,R7,Footscray,11,14,80,Richmond,11,9,75,Docklands,5,2017,Regular,7
15053,6/05/2017,R7,Gold Coast,18,16,124,Geelong,15,9,99,Carrara,25,2017,Regular,7
15054,7/05/2017,R7,Sydney,20,15,135,Brisbane Lions,12,9,81,S.C.G.,54,2017,Regular,7
15055,7/05/2017,R7,Melbourne,14,7,91,Hawthorn,14,10,94,M.C.G.,-3,2017,Regular,7
15056,7/05/2017,R7,Fremantle,17,14,116,Essendon,11,13,79,Subiaco,37,2017,Regular,7
15057,12/05/2017,R8,West Coast,9,15,69,Footscray,8,13,61,Subiaco,8,2017,Regular,8
15058,13/05/2017,R8,Hawthorn,17,11,113,Brisbane Lions,11,9,75,York Park,38,2017,Regular,8
15059,13/05/2017,R8,St Kilda,12,13,85,Carlton,10,6,66,Docklands,19,2017,Regular,8
15060,13/05/2017,R8,GWS,15,12,102,Collingwood,15,9,99,Sydney Showground,3,2017,Regular,8
15061,13/05/2017,R8,Essendon,17,8,110,Geelong,13,15,93,M.C.G.,17,2017,Regular,8
15062,13/05/2017,R8,Adelaide,9,12,66,Melbourne,17,5,107,Adelaide Oval,-41,2017,Regular,8
15063,14/05/2017,R8,Gold Coast,4,14,38,Port Adelaide,16,14,110,Jiangwan Stadium,-72,2017,Regular,8
15064,14/05/2017,R8,Richmond,10,10,70,Fremantle,10,12,72,M.C.G.,-2,2017,Regular,8
15065,14/05/2017,R8,North Melbourne,11,12,78,Sydney,18,12,120,Docklands,-42,2017,Regular,8
15066,19/05/2017,R9,Geelong,16,8,104,Footscray,12,9,81,Kardinia Park,23,2017,Regular,9
15067,20/05/2017,R9,St Kilda,10,8,68,Sydney,18,10,118,Docklands,-50,2017,Regular,9
15068,20/05/2017,R9,GWS,11,12,78,Richmond,10,15,75,Sydney Showground,3,2017,Regular,9
15069,20/05/2017,R9,Brisbane Lions,7,18,60,Adelaide,21,14,140,Gabba,-80,2017,Regular,9
15070,20/05/2017,R9,Collingwood,13,12,90,Hawthorn,11,6,72,M.C.G.,18,2017,Regular,9
15071,21/05/2017,R9,Essendon,19,11,125,West Coast,8,16,64,Docklands,61,2017,Regular,9
15072,21/05/2017,R9,Melbourne,13,12,90,North Melbourne,15,14,104,M.C.G.,-14,2017,Regular,9
15073,21/05/2017,R9,Fremantle,13,8,86,Carlton,7,9,51,Subiaco,35,2017,Regular,9
15074,25/05/2017,R10,Geelong,11,15,81,Port Adelaide,11,13,79,Kardinia Park,2,2017,Regular,10
15075,26/05/2017,R10,Sydney,11,9,75,Hawthorn,12,9,81,S.C.G.,-6,2017,Regular,10
15076,27/05/2017,R10,Footscray,13,12,90,St Kilda,7,8,50,Docklands,40,2017,Regular,10
15077,27/05/2017,R10,Melbourne,18,14,122,Gold Coast,13,9,87,Traeger Park,35,2017,Regular,10
15078,27/05/2017,R10,Richmond,11,15,81,Essendon,10,6,66,M.C.G.,15,2017,Regular,10
15079,27/05/2017,R10,Adelaide,20,23,143,Fremantle,6,7,43,Adelaide Oval,100,2017,Regular,10
15080,28/05/2017,R10,Collingwood,18,21,129,Brisbane Lions,13,6,84,M.C.G.,45,2017,Regular,10
15081,28/05/2017,R10,Carlton,15,6,96,North Melbourne,17,11,113,Docklands,-17,2017,Regular,10
15082,28/05/2017,R10,West Coast,14,6,90,GWS,14,14,98,Subiaco,-8,2017,Regular,10
15083,1/06/2017,R11,Port Adelaide,13,20,98,Hawthorn,7,5,47,Adelaide Oval,51,2017,Regular,11
15084,2/06/2017,R11,Geelong,13,18,96,Adelaide,10,14,74,Kardinia Park,22,2017,Regular,11
15085,3/06/2017,R11,Gold Coast,11,14,80,West Coast,11,11,77,Carrara,3,2017,Regular,11
15086,3/06/2017,R11,GWS,18,9,117,Essendon,15,11,101,Sydney Showground,16,2017,Regular,11
15087,3/06/2017,R11,North Melbourne,9,12,66,Richmond,14,17,101,Docklands,-35,2017,Regular,11
15088,4/06/2017,R11,Fremantle,12,13,85,Collingwood,15,15,105,Subiaco,-20,2017,Regular,11
15089,8/06/2017,R12,Sydney,12,16,88,Footscray,6,6,42,S.C.G.,46,2017,Regular,12
15090,9/06/2017,R12,Adelaide,16,15,111,St Kilda,7,12,54,Adelaide Oval,57,2017,Regular,12
15091,10/06/2017,R12,Hawthorn,12,7,79,Gold Coast,13,17,95,M.C.G.,-16,2017,Regular,12
15092,10/06/2017,R12,Brisbane Lions,18,13,121,Fremantle,9,10,64,Gabba,57,2017,Regular,12
15093,10/06/2017,R12,Essendon,19,17,131,Port Adelaide,8,13,61,Docklands,70,2017,Regular,12
15094,11/06/2017,R12,Carlton,10,11,71,GWS,9,16,70,Docklands,1,2017,Regular,12
15095,12/06/2017,R12,Melbourne,15,14,104,Collingwood,15,10,100,M.C.G.,4,2017,Regular,12
15096,15/06/2017,R13,West Coast,11,17,83,Geelong,10,10,70,Subiaco,13,2017,Regular,13
15097,16/06/2017,R13,North Melbourne,10,12,72,St Kilda,12,17,89,Docklands,-17,2017,Regular,13
15098,17/06/2017,R13,Richmond,10,11,71,Sydney,12,8,80,M.C.G.,-9,2017,Regular,13
15099,17/06/2017,R13,Port Adelaide,18,13,121,Brisbane Lions,12,9,81,Adelaide Oval,40,2017,Regular,13
15100,17/06/2017,R13,Gold Coast,11,7,73,Carlton,12,11,83,Carrara,-10,2017,Regular,13
